Species,Gene,Genome,Localization,Complex,FPKM
Snoctiflora,sdh7,Nuclear,Mitochondria,II,2265.9
Snoctiflora,cyc1,Nuclear,Mitochondria,III,1889.62
Snoctiflora,mppalpha,Nuclear,Mitochondria,III,977.96
Snoctiflora,qcr6,Nuclear,Mitochondria,III,3512.75
Snoctiflora,qcr7,Nuclear,Mitochondria,III,5388.71
Snoctiflora,qcr9,Nuclear,Mitochondria,III,1475.57
Snoctiflora,ucr1,Nuclear,Mitochondria,III,1458.26
Snoctiflora,ucrq,Nuclear,Mitochondria,III,3023.68
Snoctiflora,cox5b,Nuclear,Mitochondria,IV,993.86
Snoctiflora,cox5c,Nuclear,Mitochondria,IV,3080.38
Snoctiflora,cox6a,Nuclear,Mitochondria,IV,1854.74
Snoctiflora,cox6b,Nuclear,Mitochondria,IV,1404.81
Snoctiflora,cox6c,Nuclear,Mitochondria,IV,227.11
Snoctiflora,atp15,Nuclear,Mitochondria,V,1894.16
Snoctiflora,atp16,Nuclear,Mitochondria,V,1006.76
Snoctiflora,atp17,Nuclear,Mitochondria,V,4190.14
Snoctiflora,atp2,Nuclear,Mitochondria,V,2676.59
Snoctiflora,atp3,Nuclear,Mitochondria,V,1319.61
Snoctiflora,atp5,Nuclear,Mitochondria,V,1755.55
Snoctiflora,atp7,Nuclear,Mitochondria,V,2955.6
Vigna,nad1,Mitochondria,Mitochondria,I,19719.93
Vigna,nad2,Mitochondria,Mitochondria,I,35778.56
Vigna,nad3,Mitochondria,Mitochondria,I,48662.85
Vigna,nad4,Mitochondria,Mitochondria,I,63616.03
Vigna,nad4L,Mitochondria,Mitochondria,I,21405.5
Vigna,nad5,Mitochondria,Mitochondria,I,39150.84
Vigna,nad6,Mitochondria,Mitochondria,I,59543.26
Vigna,nad7,Mitochondria,Mitochondria,I,70314.67
Vigna,nad9,Mitochondria,Mitochondria,I,47829.17
Vigna,cob,Mitochondria,Mitochondria,III,80472.65
Vigna,cox1,Mitochondria,Mitochondria,IV,88877.63
Vigna,cox3,Mitochondria,Mitochondria,IV,71755.17
Vigna,atp1,Mitochondria,Mitochondria,V,110532.23
Vigna,atp4,Mitochondria,Mitochondria,V,65999.74
Vigna,atp6,Mitochondria,Mitochondria,V,147091.37
Vigna,atp8,Mitochondria,Mitochondria,V,159658.24
Vigna,NDUFA12b,Nuclear,Mitochondria,I,1348.01
Vigna,NDUSF8b,Nuclear,Mitochondria,I,4010.76
Vigna,FPBP11,Nuclear,Mitochondria,I,2265.4
Vigna,FPBP12,Nuclear,Mitochondria,I,1537.03
Vigna,NDUFB10a,Nuclear,Mitochondria,I,3074.48
Vigna,NDUSF8a,Nuclear,Mitochondria,I,3879.69
Vigna,NDUFB7,Nuclear,Mitochondria,I,5732.36
Vigna,NDUFA9,Nuclear,Mitochondria,I,2071.67
Vigna,NDU16,Nuclear,Mitochondria,I,8485.05
Vigna,NDUFA12a,Nuclear,Mitochondria,I,1437.88
Vigna,NDUFS5b,Nuclear,Mitochondria,I,682.3
Vigna,NDUFS6,Nuclear,Mitochondria,I,3900.37
Vigna,NDUFA11,Nuclear,Mitochondria,I,1913.63
Vigna,NDUFA8a1,Nuclear,Mitochondria,I,252.05
Vigna,NDUFA8a2,Nuclear,Mitochondria,I,103.91
Vigna,NDUFA6,Nuclear,Mitochondria,I,3211.24
Vigna,NDUFB10b,Nuclear,Mitochondria,I,2873.41
Vigna,FPBP3,Nuclear,Mitochondria,I,2260.4
Vigna,NDUFV2,Nuclear,Mitochondria,I,2478.65
Vigna,NDUFB9,Nuclear,Mitochondria,I,4381.58
Vigna,NDUFS7,Nuclear,Mitochondria,I,5246.84
Vigna,NDUFA8b2,Nuclear,Mitochondria,I,403.28
Vigna,NDUFS1,Nuclear,Mitochondria,I,1324.57
Vigna,NDUFA2,Nuclear,Mitochondria,I,3383.3
Vigna,NDUFA5,Nuclear,Mitochondria,I,3588.68
Vigna,NDUFS4,Nuclear,Mitochondria,I,3686.15
Vigna,sdh3,Nuclear,Mitochondria,II,636.78
Vigna,sdh4,Nuclear,Mitochondria,II,347.71
Vigna,sdh1,Nuclear,Mitochondria,II,2874
Vigna,sdh2,Nuclear,Mitochondria,II,3284.85
Vigna,sdh5,Nuclear,Mitochondria,II,1920.33
Vigna,sdh6,Nuclear,Mitochondria,II,1840.08
Vigna,sdh7,Nuclear,Mitochondria,II,860.57
Vigna,cyc1,Nuclear,Mitochondria,III,4058.74
Vigna,mppalpha,Nuclear,Mitochondria,III,1995.09
Vigna,qcr6,Nuclear,Mitochondria,III,2206.06
Vigna,qcr7,Nuclear,Mitochondria,III,6830.51
Vigna,qcr9,Nuclear,Mitochondria,III,1658.83
Vigna,ucr1,Nuclear,Mitochondria,III,4967.19
Vigna,ucrq,Nuclear,Mitochondria,III,3130.39
Vigna,cox2,Nuclear,Mitochondria,IV,6906.5
Vigna,cox5b,Nuclear,Mitochondria,IV,1063.36
Vigna,cox5c,Nuclear,Mitochondria,IV,4066.42
Vigna,cox6a,Nuclear,Mitochondria,IV,5264.6
Vigna,cox6b,Nuclear,Mitochondria,IV,8438.03
Vigna,cox6c,Nuclear,Mitochondria,IV,1071.2
Vigna,atp15,Nuclear,Mitochondria,V,863.91
Vigna,atp16,Nuclear,Mitochondria,V,919.74
Vigna,atp17,Nuclear,Mitochondria,V,4679.78
Vigna,atp2,Nuclear,Mitochondria,V,13995.47
Vigna,atp3,Nuclear,Mitochondria,V,6597.05
Vigna,atp5,Nuclear,Mitochondria,V,5391.47
Vigna,atp7,Nuclear,Mitochondria,V,8700.9
Vitis,nad1,Mitochondria,Mitochondria,I,30708.16
Vitis,nad2,Mitochondria,Mitochondria,I,34823.25
Vitis,nad3,Mitochondria,Mitochondria,I,6727.6
Vitis,nad4,Mitochondria,Mitochondria,I,36693.69
Vitis,nad4L,Mitochondria,Mitochondria,I,19524.07
Vitis,nad5,Mitochondria,Mitochondria,I,42524.12
Vitis,nad6,Mitochondria,Mitochondria,I,33850.49
Vitis,nad7,Mitochondria,Mitochondria,I,51190.96
Vitis,nad9,Mitochondria,Mitochondria,I,44202.02
Vitis,sdh3,Mitochondria,Mitochondria,II,11411.57
Vitis,sdh4,Mitochondria,Mitochondria,II,46337.54
Vitis,cob,Mitochondria,Mitochondria,III,69371.38
Vitis,cox1,Mitochondria,Mitochondria,IV,102463.52
Vitis,cox2,Mitochondria,Mitochondria,IV,90513.5
Vitis,cox3,Mitochondria,Mitochondria,IV,48602.23
Vitis,atp1,Mitochondria,Mitochondria,V,86375.46
Vitis,atp4,Mitochondria,Mitochondria,V,49610.91
Vitis,atp6,Mitochondria,Mitochondria,V,52524.18
Vitis,atp8,Mitochondria,Mitochondria,V,27371.25
Vitis,atp9,Mitochondria,Mitochondria,V,279853.86
Vitis,NDUFA12b,Nuclear,Mitochondria,I,706.28
Vitis,NDUSF8b,Nuclear,Mitochondria,I,1555.1
Vitis,FPBP11,Nuclear,Mitochondria,I,2591.94
Vitis,FPBP12,Nuclear,Mitochondria,I,1880.69
Vitis,NDUFB10a,Nuclear,Mitochondria,I,949.58
Vitis,NDUSF8a,Nuclear,Mitochondria,I,1866.12
Vitis,NDUFB7,Nuclear,Mitochondria,I,1175.44
Vitis,NDUFA9,Nuclear,Mitochondria,I,858.71
Vitis,NDU16,Nuclear,Mitochondria,I,5153.03
Vitis,NDUFA12a,Nuclear,Mitochondria,I,908.08
Vitis,NDUFS6,Nuclear,Mitochondria,I,3228.07
Vitis,NDUFA11,Nuclear,Mitochondria,I,864.87
Vitis,NDUFA8a1,Nuclear,Mitochondria,I,660.4
Vitis,NDUFA8a2,Nuclear,Mitochondria,I,560.56
Vitis,NDUFA1,Nuclear,Mitochondria,I,1566.84
Vitis,NDUFA6,Nuclear,Mitochondria,I,3486.5
Vitis,NDUFB10b,Nuclear,Mitochondria,I,1800.94
Vitis,FPBP3,Nuclear,Mitochondria,I,2035.99
Vitis,NDUFS5a,Nuclear,Mitochondria,I,2316.05
Vitis,NDUFV2,Nuclear,Mitochondria,I,1433.66
Vitis,NDUFB9,Nuclear,Mitochondria,I,1591.53
Vitis,NDUFS7,Nuclear,Mitochondria,I,4870.51
Vitis,NDUFA8b1,Nuclear,Mitochondria,I,356.2
Vitis,NDUFA8b2,Nuclear,Mitochondria,I,742.95
Vitis,NDUFS1,Nuclear,Mitochondria,I,2468.58
Vitis,NDUFA2,Nuclear,Mitochondria,I,1005.44
Vitis,NDUFA5,Nuclear,Mitochondria,I,1383.04
Vitis,NDUFS4,Nuclear,Mitochondria,I,1693.3
Vitis,sdh1,Nuclear,Mitochondria,II,4045.94
Vitis,sdh2,Nuclear,Mitochondria,II,5951.92
Vitis,sdh6,Nuclear,Mitochondria,II,2334.33
Vitis,sdh7,Nuclear,Mitochondria,II,1983.76
Vitis,sdh5,Nuclear,Mitochondria,II,1251.42
Vitis,cyc1,Nuclear,Mitochondria,III,4597.07
Vitis,mppalpha,Nuclear,Mitochondria,III,1947.94
Vitis,qcr6,Nuclear,Mitochondria,III,2988.99
Vitis,qcr7,Nuclear,Mitochondria,III,5449.2
Vitis,qcr9,Nuclear,Mitochondria,III,3339.06
Vitis,ucr1,Nuclear,Mitochondria,III,4478.19
Vitis,ucrq,Nuclear,Mitochondria,III,7247.44
Vitis,cox5b,Nuclear,Mitochondria,IV,2637.88
Vitis,cox5c,Nuclear,Mitochondria,IV,5132.6
Vitis,cox6a,Nuclear,Mitochondria,IV,2278.64
Vitis,cox6b,Nuclear,Mitochondria,IV,3120.41
Vitis,cox6c,Nuclear,Mitochondria,IV,1299.36
Vitis,atp15,Nuclear,Mitochondria,V,4935.56
Vitis,atp16,Nuclear,Mitochondria,V,1314.24
Vitis,atp17,Nuclear,Mitochondria,V,2195.66
Vitis,atp2,Nuclear,Mitochondria,V,3747.48
Vitis,atp3,Nuclear,Mitochondria,V,2104.64
Vitis,atp5,Nuclear,Mitochondria,V,2077.16
Vitis,atp7,Nuclear,Mitochondria,V,2168.04
Humulus,AtpA,Chloroplast,Chloroplast,ChlAtp,124608.99
Humulus,AtpB,Chloroplast,Chloroplast,ChlAtp,104864.22
Humulus,AtpE,Chloroplast,Chloroplast,ChlAtp,180611.92
Humulus,AtpF,Chloroplast,Chloroplast,ChlAtp,92350.98
Humulus,AtpH,Chloroplast,Chloroplast,ChlAtp,193250.04
Humulus,AtpI,Chloroplast,Chloroplast,ChlAtp,40026
Humulus,ClpP,Chloroplast,Chloroplast,ClpP,64629.61
Humulus,ndhA,Chloroplast,Chloroplast,ChlNDH,45380.86
Humulus,ndhC,Chloroplast,Chloroplast,ChlNDH,132042.99
Humulus,ndhD,Chloroplast,Chloroplast,ChlNDH,64796.37
Humulus,ndhE,Chloroplast,Chloroplast,ChlNDH,102537.11
Humulus,ndhF,Chloroplast,Chloroplast,ChlNDH,21407.42
Humulus,ndhG,Chloroplast,Chloroplast,ChlNDH,50702.38
Humulus,ndhH,Chloroplast,Chloroplast,ChlNDH,36432.69
Humulus,ndhI,Chloroplast,Chloroplast,ChlNDH,47277.23
Humulus,ndhJ,Chloroplast,Chloroplast,ChlNDH,35158.27
Humulus,ndhK,Chloroplast,Chloroplast,ChlNDH,113379.33
Humulus,vacuolar ATP synthase subunit B identical to vacuolar ATP synthase subunit B SP:P11574 [P11574],Nuclear,Chloroplast,ChlAtp,3904.43
Humulus,ATP synthase delta-subunit gene,Nuclear,Chloroplast,ChlAtp,7105.57
Humulus,"ATP synthase gamma chain 1, chloroplast (H(+)- transporting two-sector ATPase/F(1)- ATPase/ATPC1) identical to SP|Q01908 ATP synthase gamma chain 1, chloroplast precursor (EC 3.6.3.14) {Arabidopsis thaliana}",Nuclear,Chloroplast,ChlAtp,4882.67
Humulus,"ATPase 10, plasma membranetype (proton pump 10) (protonexporting ATPase), putative strong similarity to SP|Q43128 ATPase 10, plasma membranetype (EC 3.6.3.6) (Proton pump 10) {Arabidopsis thaliana}; contains InterPro accession IPR001757: ATPase, E1-E2",Nuclear,Chloroplast,ChlAtp,3634.47
Humulus,ATPase 70 kDa subunit -related similar to ATPase 70 kDa subunit GI:558478 from [Brassica napus],Nuclear,Chloroplast,ChlAtp,4864.88
Humulus,"ATPase, F0 complex, subunit B/B', bacterial/chloroplast",Nuclear,Chloroplast,ChlAtp,14854.87
Humulus,"ATPase, F1 complex, gamma subunit protein",Nuclear,Chloroplast,ChlAtp,4499.56
Humulus,Clp ATPase,Nuclear,Chloroplast,ClpP,9858.99
Humulus,Clp ATPase,Nuclear,Chloroplast,ClpP,1539.93
Humulus,ATP-dependent Clp protease ATP-binding subunit (ClpC1) almost identical to ClpC GI:2921158 from [Arabidopsis thaliana],Nuclear,Chloroplast,ClpP,9408.21
Humulus,"ATP-dependent Clp protease proteolytic subunit (ClpP4) identical to nClpP4 GI:5360593 from[Arabidopsis thaliana]",Nuclear,Chloroplast,ClpP,1917.03
Humulus,ATP-dependent Clp protease proteolytic subunit (ClpP6) identical to ATP-dependent Clp protease,Nuclear,Chloroplast,ClpP,3754.76
Humulus,CLP protease proteolytic subunit 1,Nuclear,Chloroplast,ClpP,7148.33
Humulus,CLP protease proteolytic subunit 2,Nuclear,Chloroplast,ClpP,1682.49
Humulus,CLP protease proteolytic subunit 3,Nuclear,Chloroplast,ClpP,3937.92
Humulus,CLP protease R subunit 4,Nuclear,Chloroplast,ClpP,571.09
Humulus,"expressed protein ClpC protease - Spinacia oleracea,PID:g4105131",Nuclear,Chloroplast,ClpP,2007.19
Humulus,nuclear encoded CLP protease 5,Nuclear,Chloroplast,ClpP,5410.47
Humulus,"HSP100/ClpB, putative similar to HSP100/ClpB GI:9651530 [Phaseolus lunatus]",Nuclear,Chloroplast,ClpP,2357.53
Humulus,"enoyl-[acyl-carrier protein] reductase [NADH] (enrA), putative similar to enoyl-[acyl-carrier protein] reductase [NADH] SP:P80030 from [Brassica napus]",Nuclear,Chloroplast,ChlNDH,440.52
Humulus,"ferredoxin--NADP(+) reductase (adrenodoxin reductase), putative strong similarity to Ferredoxin-- NADP reductase, chloroplast precursor (EC 1.18.1.2) (FNR) from {Pisum sativum} SP|P10933, {Mesembryanthemum crystallinum} SP|P41343, {Spinacia oleracea} SP|P0",Nuclear,Chloroplast,ChlNDH,9624.84
Humulus,"ferredoxin--NADP(+) reductase (adrenodoxin reductase), putative strong similarity to Ferredoxin-- NADP reductase, chloroplast precursor (EC 1.18.1.2) (FNR) from {Pisum sativum} SP|P10933, {Mesembryanthemum crystallinum} SP|P41343, {Spinacia oleracea} SP|P0",Nuclear,Chloroplast,ChlNDH,9936.74
Humulus,"glutamate synthase [NADH], chloroplast, putative similar to SP|Q03460 Glutamate synthase [NADH], chloroplast precursor (EC 1.4.1.14) (NADHGOGAT) {Medicago sativa}",Nuclear,Chloroplast,ChlNDH,2714.93
Humulus,"isocitrate dehydrogenase [NAD+], putative strong similarity to isocitrate dehydrogenase (NAD+) [Nicotiana tabacum] GI:3021506",Nuclear,Chloroplast,ChlNDH,1349.93
Humulus,NAD(P)H dehydrogenase 18,Nuclear,Chloroplast,ChlNDH,5402.47
Humulus,NAD(P)H dehydrogenase C1,Nuclear,Chloroplast,ChlNDH,800.21
Humulus,NAD(P)H:plastoquinone dehydrogenase complex subunit O,Nuclear,Chloroplast,ChlNDH,318.67
Humulus,subunit NDH-M of NAD(P)H:plastoquinone dehydrogenase complex,Nuclear,Chloroplast,ChlNDH,5461.69
Humulus,"""malate dehydrogenase [NAD], chloroplast, putative strong similarity to chloroplast NAD-malate dehydrogenase [Arabidopsis thaliana] GI:3256066; contains InterPro entry IPR001236: Lactate/malate dehydrogenase""",Nuclear,Chloroplast,ChlNDH,1194.98
Lupinus,AtpA,Chloroplast,Chloroplast,ChlAtp,53700.62
Lupinus,AtpB,Chloroplast,Chloroplast,ChlAtp,46302.55
Lupinus,AtpE,Chloroplast,Chloroplast,ChlAtp,47004.03
Lupinus,AtpF,Chloroplast,Chloroplast,ChlAtp,67110.86
Lupinus,AtpH,Chloroplast,Chloroplast,ChlAtp,131433.33
Lupinus,AtpI,Chloroplast,Chloroplast,ChlAtp,39881.39
Lupinus,ClpP,Chloroplast,Chloroplast,ClpP,259189.56
Lupinus,ndhA,Chloroplast,Chloroplast,ChlNDH,19677.93
Lupinus,ndhB,Chloroplast,Chloroplast,ChlNDH,16040.13
Lupinus,ndhC,Chloroplast,Chloroplast,ChlNDH,20289.64
Lupinus,ndhD,Chloroplast,Chloroplast,ChlNDH,18133.45
Lupinus,ndhE,Chloroplast,Chloroplast,ChlNDH,20641.14
Lupinus,ndhF,Chloroplast,Chloroplast,ChlNDH,6987.17
Lupinus,ndhG,Chloroplast,Chloroplast,ChlNDH,18512.33
Lupinus,ndhH,Chloroplast,Chloroplast,ChlNDH,23027.45
Lupinus,ndhI,Chloroplast,Chloroplast,ChlNDH,18685.35
Lupinus,ndhJ,Chloroplast,Chloroplast,ChlNDH,19509.22
Lupinus,ndhK,Chloroplast,Chloroplast,ChlNDH,17915.84
Lupinus,vacuolar ATP synthase subunit B identical to vacuolar ATP synthase subunit B SP:P11574 [P11574],Nuclear,Chloroplast,ChlAtp,65735.63
Lupinus,ATP synthase delta-subunit gene,Nuclear,Chloroplast,ChlAtp,798.76
Lupinus,"ATP synthase gamma chain 1, chloroplast (H(+)- transporting two-sector ATPase/F(1)- ATPase/ATPC1) identical to SP|Q01908 ATP synthase gamma chain 1, chloroplast precursor (EC 3.6.3.14) {Arabidopsis thaliana}",Nuclear,Chloroplast,ChlAtp,419.53
Lupinus,"ATPase 10, plasma membranetype (proton pump 10) (protonexporting ATPase), putative strong similarity to SP|Q43128 ATPase 10, plasma membranetype (EC 3.6.3.6) (Proton pump 10) {Arabidopsis thaliana}; contains InterPro accession IPR001757: ATPase, E1-E2",Nuclear,Chloroplast,ChlAtp,9641.65
Lupinus,ATPase 70 kDa subunit -related similar to ATPase 70 kDa subunit GI:558478 from [Brassica napus],Nuclear,Chloroplast,ChlAtp,85912.55
Lupinus,"ATPase, F0 complex, subunit B/B', bacterial/chloroplast",Nuclear,Chloroplast,ChlAtp,828.97
Lupinus,"ATPase, F1 complex, gamma subunit protein",Nuclear,Chloroplast,ChlAtp,486.6
Lupinus,Clp ATPase,Nuclear,Chloroplast,ClpP,1820.85
Lupinus,ATP-dependent Clp protease ATP-binding subunit (ClpC1) almost identical to ClpC GI:2921158 from [Arabidopsis thaliana],Nuclear,Chloroplast,ClpP,9940.6
Lupinus,"ATP-dependent Clp protease proteolytic subunit (ClpP4) identical to nClpP4 GI:5360593 from[Arabidopsis thaliana]",Nuclear,Chloroplast,ClpP,2965.93
Lupinus,ATP-dependent Clp protease proteolytic subunit (ClpP6) identical to ATP-dependent Clp protease,Nuclear,Chloroplast,ClpP,4958.74
Lupinus,CLP protease proteolytic subunit 1,Nuclear,Chloroplast,ClpP,11896.97
Lupinus,CLP protease proteolytic subunit 2,Nuclear,Chloroplast,ClpP,4317.07
Lupinus,CLP protease proteolytic subunit 3,Nuclear,Chloroplast,ClpP,8146
Lupinus,CLP protease R subunit 4,Nuclear,Chloroplast,ClpP,4469.38
Lupinus,"expressed protein ClpC protease - Spinacia oleracea,PID:g4105131",Nuclear,Chloroplast,ClpP,3146.11
Lupinus,nuclear encoded CLP protease 5,Nuclear,Chloroplast,ClpP,3486.62
Lupinus,"HSP100/ClpB, putative similar to HSP100/ClpB GI:9651530 [Phaseolus lunatus]",Nuclear,Chloroplast,ClpP,3356.99
Lupinus,"enoyl-[acyl-carrier protein] reductase [NADH] (enrA), putative similar to enoyl-[acyl-carrier protein] reductase [NADH] SP:P80030 from [Brassica napus]",Nuclear,Chloroplast,ChlNDH,1849.34
Lupinus,"ferredoxin--NADP(+) reductase (adrenodoxin reductase), putative strong similarity to Ferredoxin-- NADP reductase, chloroplast precursor (EC 1.18.1.2) (FNR) from {Pisum sativum} SP|P10933, {Mesembryanthemum crystallinum} SP|P41343, {Spinacia oleracea} SP|P0",Nuclear,Chloroplast,ChlNDH,313.6
Lupinus,"ferredoxin--NADP(+) reductase (adrenodoxin reductase), putative strong similarity to Ferredoxin-- NADP reductase, chloroplast precursor (EC 1.18.1.2) (FNR) from {Pisum sativum} SP|P10933, {Mesembryanthemum crystallinum} SP|P41343, {Spinacia oleracea} SP|P0",Nuclear,Chloroplast,ChlNDH,174.22
Lupinus,"glutamate synthase [NADH], chloroplast, putative similar to SP|Q03460 Glutamate synthase [NADH], chloroplast precursor (EC 1.4.1.14) (NADHGOGAT) {Medicago sativa}",Nuclear,Chloroplast,ChlNDH,20339.76
Lupinus,"isocitrate dehydrogenase [NAD+], putative strong similarity to isocitrate dehydrogenase (NAD+) [Nicotiana tabacum] GI:3021506",Nuclear,Chloroplast,ChlNDH,27914.07
Lupinus,NAD(P)H dehydrogenase C1,Nuclear,Chloroplast,ChlNDH,1269.49
Lupinus,"""malate dehydrogenase [NAD], chloroplast, putative strong similarity to chloroplast NAD-malate dehydrogenase [Arabidopsis thaliana] GI:3256066; contains InterPro entry IPR001236: Lactate/malate dehydrogenase""",Nuclear,Chloroplast,ChlNDH,24026.24
Nicotiana,AtpA,Chloroplast,Chloroplast,ChlAtp,95867.01
Nicotiana,AtpB,Chloroplast,Chloroplast,ChlAtp,82798.94
Nicotiana,AtpE,Chloroplast,Chloroplast,ChlAtp,105500.02
Nicotiana,AtpF,Chloroplast,Chloroplast,ChlAtp,184764.67
Nicotiana,AtpH,Chloroplast,Chloroplast,ChlAtp,154724.65
Nicotiana,AtpI,Chloroplast,Chloroplast,ChlAtp,132911.59
Nicotiana,ClpP,Chloroplast,Chloroplast,ClpP,106576.1
Nicotiana,ndhA,Chloroplast,Chloroplast,ChlNDH,134614.15
Nicotiana,ndhC,Chloroplast,Chloroplast,ChlNDH,19321.19
Nicotiana,ndhD,Chloroplast,Chloroplast,ChlNDH,34572.67
Nicotiana,ndhE,Chloroplast,Chloroplast,ChlNDH,117465.59
Nicotiana,ndhF,Chloroplast,Chloroplast,ChlNDH,10836.98
Nicotiana,ndhG,Chloroplast,Chloroplast,ChlNDH,81365.93
Nicotiana,ndhH,Chloroplast,Chloroplast,ChlNDH,37860.99
Nicotiana,ndhI,Chloroplast,Chloroplast,ChlNDH,74716.94
Nicotiana,ndhJ,Chloroplast,Chloroplast,ChlNDH,19877.82
Nicotiana,ndhK,Chloroplast,Chloroplast,ChlNDH,18031.95
Nicotiana,vacuolar ATP synthase subunit B identical to vacuolar ATP synthase subunit B SP:P11574 [P11574],Nuclear,Chloroplast,ChlAtp,2296.57
Nicotiana,ATP synthase delta-subunit gene,Nuclear,Chloroplast,ChlAtp,5845.16
Nicotiana,"ATP synthase gamma chain 1, chloroplast (H(+)- transporting two-sector ATPase/F(1)- ATPase/ATPC1) identical to SP|Q01908 ATP synthase gamma chain 1, chloroplast precursor (EC 3.6.3.14) {Arabidopsis thaliana}",Nuclear,Chloroplast,ChlAtp,2713.89
Nicotiana,"ATPase 10, plasma membranetype (proton pump 10) (protonexporting ATPase), putative strong similarity to SP|Q43128 ATPase 10, plasma membranetype (EC 3.6.3.6) (Proton pump 10) {Arabidopsis thaliana}; contains InterPro accession IPR001757: ATPase, E1-E2",Nuclear,Chloroplast,ChlAtp,5160.01
Nicotiana,ATPase 70 kDa subunit -related similar to ATPase 70 kDa subunit GI:558478 from [Brassica napus],Nuclear,Chloroplast,ChlAtp,3773.02
Nicotiana,"ATPase, F0 complex, subunit B/B', bacterial/chloroplast",Nuclear,Chloroplast,ChlAtp,10655.95
Nicotiana,"ATPase, F1 complex, gamma subunit protein",Nuclear,Chloroplast,ChlAtp,2572.11
Nicotiana,Clp ATPase,Nuclear,Chloroplast,ClpP,3752.88
Nicotiana,Clp ATPase,Nuclear,Chloroplast,ClpP,3805.29
Nicotiana,ATP-dependent Clp protease ATP-binding subunit (ClpC1) almost identical to ClpC GI:2921158 from [Arabidopsis thaliana],Nuclear,Chloroplast,ClpP,3810.21
Nicotiana,"ATP-dependent Clp protease proteolytic subunit (ClpP4) identical to nClpP4 GI:5360593 from[Arabidopsis thaliana]",Nuclear,Chloroplast,ClpP,562.04
Nicotiana,ATP-dependent Clp protease proteolytic subunit (ClpP6) identical to ATP-dependent Clp protease,Nuclear,Chloroplast,ClpP,1569.62
Nicotiana,CLP protease proteolytic subunit 1,Nuclear,Chloroplast,ClpP,5081.7
Nicotiana,CLP protease proteolytic subunit 2,Nuclear,Chloroplast,ClpP,1394.43
Nicotiana,CLP protease proteolytic subunit 3,Nuclear,Chloroplast,ClpP,3089.62
Nicotiana,CLP protease R subunit 4,Nuclear,Chloroplast,ClpP,1740.23
Nicotiana,"expressed protein ClpC protease - Spinacia oleracea,PID:g4105131",Nuclear,Chloroplast,ClpP,746.6
Nicotiana,nuclear encoded CLP protease 5,Nuclear,Chloroplast,ClpP,1426.46
Nicotiana,"HSP100/ClpB, putative similar to HSP100/ClpB GI:9651530 [Phaseolus lunatus]",Nuclear,Chloroplast,ClpP,1032.34
Nicotiana,"enoyl-[acyl-carrier protein] reductase [NADH] (enrA), putative similar to enoyl-[acyl-carrier protein] reductase [NADH] SP:P80030 from [Brassica napus]",Nuclear,Chloroplast,ChlNDH,368.95
Nicotiana,"ferredoxin--NADP(+) reductase (adrenodoxin reductase), putative strong similarity to Ferredoxin-- NADP reductase, chloroplast precursor (EC 1.18.1.2) (FNR) from {Pisum sativum} SP|P10933, {Mesembryanthemum crystallinum} SP|P41343, {Spinacia oleracea} SP|P0",Nuclear,Chloroplast,ChlNDH,8500.72
Nicotiana,"ferredoxin--NADP(+) reductase (adrenodoxin reductase), putative strong similarity to Ferredoxin-- NADP reductase, chloroplast precursor (EC 1.18.1.2) (FNR) from {Pisum sativum} SP|P10933, {Mesembryanthemum crystallinum} SP|P41343, {Spinacia oleracea} SP|P0",Nuclear,Chloroplast,ChlNDH,8386.09
Nicotiana,"glutamate synthase [NADH], chloroplast, putative similar to SP|Q03460 Glutamate synthase [NADH], chloroplast precursor (EC 1.4.1.14) (NADHGOGAT) {Medicago sativa}",Nuclear,Chloroplast,ChlNDH,367.16
Nicotiana,"isocitrate dehydrogenase [NAD+], putative strong similarity to isocitrate dehydrogenase (NAD+) [Nicotiana tabacum] GI:3021506",Nuclear,Chloroplast,ChlNDH,1790.08
Nicotiana,NAD(P)H dehydrogenase 18,Nuclear,Chloroplast,ChlNDH,1825.03
Nicotiana,NAD(P)H dehydrogenase C1,Nuclear,Chloroplast,ChlNDH,993.53
Nicotiana,NAD(P)H:plastoquinone dehydrogenase complex subunit O,Nuclear,Chloroplast,ChlNDH,1093.39
Nicotiana,subunit NDH-M of NAD(P)H:plastoquinone dehydrogenase complex,Nuclear,Chloroplast,ChlNDH,1940.36
Nicotiana,"""malate dehydrogenase [NAD], chloroplast, putative strong similarity to chloroplast NAD-malate dehydrogenase [Arabidopsis thaliana] GI:3256066; contains InterPro entry IPR001236: Lactate/malate dehydrogenase""",Nuclear,Chloroplast,ChlNDH,2370.33
Sconica,AtpA,Chloroplast,Chloroplast,ChlAtp,177861.31
Sconica,AtpB,Chloroplast,Chloroplast,ChlAtp,148246.09
Sconica,AtpE,Chloroplast,Chloroplast,ChlAtp,180183.58
Sconica,AtpF,Chloroplast,Chloroplast,ChlAtp,286853.78
Sconica,AtpH,Chloroplast,Chloroplast,ChlAtp,760009.02
Sconica,AtpI,Chloroplast,Chloroplast,ChlAtp,114375.12
Sconica,ClpP,Chloroplast,Chloroplast,ClpP,19607.2
Sconica,ndhA,Chloroplast,Chloroplast,ChlNDH,42343.73
Sconica,ndhD,Chloroplast,Chloroplast,ChlNDH,66896.01
Sconica,ndhE,Chloroplast,Chloroplast,ChlNDH,141714.27
Sconica,ndhF,Chloroplast,Chloroplast,ChlNDH,23605.11
Sconica,ndhG,Chloroplast,Chloroplast,ChlNDH,104407.32
